0.013662565,0.0772201,0.514125662,0.137012254,-0.685245771,0.396510372,0.288942596,-0.0149731,-0.016080323,1.24E-15,2.15E-16,-1.06E-15,1.18E-16,4.02E-16,9.17E-16,2.19E-15,6.88E-16,-2.66E-15,1.29E-15,-5.09E-17,-4.04E-16,4.04E-15,-1.79E-16,3.30E-16,-1.03E-15,2.29E-15,1.47E-16,-1.10E-15,1.44E-15,-1.59E-15,-3.75E-15,-5.95E-16,1.65E-15,-2.96E-15,-1.46E-15,4.60E-15,-2.23E-15
0.025842472,0.061989304,0.554681913,0.255313153,-0.043893978,-0.401528789,-0.675549567,0.00510479,0.055563798,2.32E-15,3.25E-15,1.20E-15,2.87E-15,-2.23E-15,-5.45E-17,-5.97E-15,-5.26E-15,5.56E-15,-1.99E-15,-3.52E-16,-1.71E-16,-1.33E-14,-2.98E-15,1.99E-15,-1.33E-16,-6.52E-15,1.35E-15,4.27E-15,-1.37E-15,4.06E-15,1.21E-14,3.12E-15,-4.27E-15,8.32E-15,3.74E-15,-1.28E-14,8.17E-15
0.00929116,0.026255881,0.503839803,0.284675328,0.703668845,0.195615621,0.361604432,0.010700686,-0.006490742,-1.96E-15,-1.33E-15,6.57E-16,-1.23E-15,7.39E-16,-9.78E-16,1.67E-16,9.74E-16,-1.65E-16,-8.29E-18,-1.25E-16,2.95E-16,1.34E-15,8.87E-16,-7.96E-16,9.70E-16,3.71E-16,-6.34E-16,-5.96E-16,-8.01E-16,-1.27E-16,-1.18E-15,-6.90E-16,1.01E-16,-5.42E-16,1.13E-16,8.16E-16,-9.02E-16
0.149649229,-0.209421455,0.107530565,-0.18225076,-0.015473123,-0.073637737,0.046616891,0.878661911,-0.130298342,-0.073698143,-0.143854371,0.038647108,-0.072777286,-0.051519596,-0.000983815,0.003046558,-0.040214527,0.025193299,0.056795159,0.033095177,-0.067079292,-0.019157409,0.034395424,0.034245113,-0.044497406,-0.044498899,-0.075239522,0.09802438,0.079780024,0.073518164,0.00059083,0.07290726,-0.028215923,0.048968485,0.047979327,-0.017617083,-0.02475314
0.202531026,0.074323843,-0.018851461,0.000984384,0.011337357,0.019423782,-0.006503146,-0.313581919,0.105616868,-0.222963196,-0.435210832,0.116921299,-0.220177274,-0.155865172,-0.002976391,0.009216925,-0.121663301,0.076218723,0.171825634,0.100124728,-0.202938807,-0.057958001,0.104058439,0.103603693,-0.134620541,-0.134625057,-0.227626418,0.296558748,0.241363057,0.222418694,0.001787471,0.22057049,-0.08536324,0.148147149,0.145154594,-0.053297966,-0.074887087
0.206890408,0.011991916,0.037252636,-0.031650548,0.001456003,-0.091948175,0.002320136,-0.192694593,-0.953451551,-2.23E-14,-4.81E-14,-3.10E-14,-4.15E-14,3.05E-14,1.28E-14,1.06E-13,8.87E-14,-9.81E-14,4.04E-14,1.04E-14,1.38E-15,2.33E-13,5.26E-14,-2.64E-14,-8.85E-15,1.14E-13,-1.66E-14,-7.53E-14,3.45E-14,-7.06E-14,-2.13E-13,-5.19E-14,7.70E-14,-1.47E-13,-7.51E-14,2.23E-13,-1.46E-13
0.02192031,0.269149377,-0.053644571,0.273951874,-0.154423399,-0.730830802,0.534712737,0.040413281,0.060328701,-1.58E-15,8.68E-16,3.41E-15,9.84E-16,-1.68E-15,-2.88E-15,-7.52E-15,-3.72E-15,8.30E-15,-4.44E-15,-8.76E-17,1.59E-15,-1.44E-14,-2.35E-15,-6.47E-16,2.83E-15,-7.93E-15,-7.09E-16,4.69E-15,-5.53E-15,5.41E-15,1.43E-14,3.28E-15,-5.76E-15,1.11E-14,5.69E-15,-1.70E-14,8.49E-15
0.121459408,-0.234833486,0.149477387,-0.262767108,-0.000467918,-0.128574831,0.08835029,-0.134122298,0.077685121,-0.006209731,0.084437105,0.014048698,0.228722661,0.191122383,0.197742005,-0.158715352,0.183917276,-0.032034586,0.108438764,-0.202961554,-0.551912644,0.00130492,0.234945523,-0.00151665,-0.139572221,-0.206890503,-0.096639418,-0.162947045,-0.125119802,0.005475,-0.210952596,-0.05203319,0.003930184,-0.07152603,-0.088128814,-0.068669594,0.059603687
0.132122837,-0.229810369,0.128958224,-0.221220369,-0.002563531,-0.114785283,0.079815275,-0.12279828,0.074238877,-0.020184353,0.062286233,0.201807241,-0.134245498,0.097821301,0.193330562,0.252543025,0.09608748,-0.069814886,-0.229759344,0.259015162,0.423930039,-0.209198659,-0.177434724,-0.144528765,-0.190986479,-0.123771895,-0.093648172,0.08712379,0.020447323,0.069607639,-0.347722671,-0.086538448,-0.053730173,-0.122349737,-0.080080229,-0.118732821,0.015377474
0.142453157,-0.222620792,0.107525602,-0.178315093,-0.004582179,-0.100085082,0.070657239,-0.110533367,0.070387436,0.050234791,-0.015135066,-0.226508066,0.170129393,-0.267384109,-0.306036192,0.020789047,-0.376471688,0.176452882,-0.206831368,-0.157763765,-0.049968514,0.194297461,-0.243967647,-0.097918953,0.07529339,-0.042355431,0.112686313,-0.145408703,0.236756824,0.255950149,-0.07779516,-0.219695749,-0.117212957,0.033463567,-0.070886957,0.039054816,-0.132329561
